id_produit,ean,nom,url_image,taxonomie_niveau_1,taxonomie_niveau_2,taxonomie_niveau_3,taxonomie_niveau_4,tva
736f32da-a99e-5d97-ac3b-089a49c4ced8,,DETERGENT LINGE 2 L PROMO,https://picsum.photos/seed/detergent-6109/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
cd616839-d21a-5473-8b5f-3b5fbb0f25f8,3760000061117,POM BIO 1KG CAT1 FR,https://picsum.photos/seed/apple-6110/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
6ab095ed-6dcd-510f-8ef7-3c8c9f99e9c6,,TOM GRA FR KG,https://picsum.photos/seed/tomato-6111/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
e85e501f-e1a4-5415-9895-cf3de7037f15,3760000061131,PATE TART NUTELLA 0.75KG,https://picsum.photos/seed/hazelnut-spread-6112/640/480,ALIMENTAIRE,Ã‰PICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
c653fc81-d402-5762-a059-5966eac745e8,3760000061148,COKA COLA ZERO 1 L,https://picsum.photos/seed/cola-6113/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,5.5
2f9bf4d2-a5b8-5bb6-b861-641a02d1e135,3760000061155,CREME FRAICHE 30 20CL,https://picsum.photos/seed/cream-6114/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
1eef49b6-021e-547a-b4be-5d1d47a16bc3,13760000061169,WHI ECO 70 CL,https://picsum.photos/seed/whisky-6115/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
43b4871f-dc24-5f95-8b49-e33e476c3b55,3760000061179,DOLIPRANE 1 G,https://picsum.photos/seed/medicine-6116/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,2.1
50c1b43e-3a5a-55fd-965e-465a0cb8b657,20061180,PAMPERS BD T4,https://picsum.photos/seed/diapers-6117/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
dcef8382-e982-5fc8-a99e-e2130d0a6c96,13760000061190,CAFÉ PUR ARAB 250 GR,https://picsum.photos/seed/coffee-6118/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
504a2273-0b51-5fa6-b29d-476f7d86f34f,13760000061206,LESSIVE 2L,https://picsum.photos/seed/detergent-6119/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,10
dcf79b36-30eb-5fcf-801a-db62764e4727,3760000061216,POM B 1K C1,ftp://files.store.example/dcf79b36-30eb-5fcf-801a-db62764e4727.png,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
5089ab0c-dd52-511d-8ee8-507aa427f6c5,,TOM GRAPPE VRAC FR,https://picsum.photos/seed/tomato-6121/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
6e13b925-1328-534a-8bd8-5cdcdfb3cb96,3760000061230,NUT 750,https://picsum.photos/seed/hazelnut-spread-6122/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
f2d2c0c4-f213-5bc2-8656-6ef49bd89b24,20061241,COCA COLA ZERO 1LFAMILY SIZE,https://picsum.photos/seed/cola-6123/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
356b0ce6-764b-54ad-ad93-d7a9a3eaa0d1,3760000061254,CR FR 20CL 30%,https://picsum.photos/seed/cream-6124/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
6a17f059-ffe9-5ced-96af-17b76c0a13ea,13760000061268,WHISKY 40 70CL,https://cdn.store.example/missing/6a17f059-ffe9-5ced-96af-17b76c0a13ea.jpg,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
6e968d65-0d0a-58e7-8f67-c8b53f77298c,13760000061275,PARACETAMOL 1000 DOLI,https://picsum.photos/seed/medicine-6126/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
2cebfc80-4ba9-5f9a-b4ae-14a819a62428,20061289,PAMPERS BABY DRY 4,,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
3a8bc6b8-f6af-57a4-b102-32c140e7e760,13760000061299,CAF MOU ARA 250,https://picsum.photos/seed/coffee-6128/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
f8502451-3c14-518c-bb8f-107dac55796a,61308,LESSIVE LIQ 2L,https://picsum.photos/seed/detergent-6129/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
4222c734-2304-5901-b5d5-25da940b6e84,,POM B 1K C1 FORMAT ECO,https://picsum.photos/seed/apple-6130/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
e656482d-9404-5b60-935d-afb313c36ec5,20061326,TOM GRAPPE VRAC FR,https://picsum.photos/seed/tomato-6131/640/480,ALIMENTAIRE,,LEGUMES,TOMATES,5.5
d6d5c8fb-e674-57c2-97bc-e4e03d436522,3760000061339,NUTELA POT 750GR,https://picsum.photos/seed/hazelnut-spread-6132/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
356fd367-bef9-529d-b3ad-6479e99f51c6,3760000061346,COKA COLA ZERO 1 L,https://picsum.photos/seed/medicine-6133/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
3b6566bb-2cd8-52d6-8f0a-27154cacf5dd,3760000061353,CR FR 20CL 30%,https://picsum.photos/seed/cream-6134/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,20
85e099bc-0ffe-50f7-9acc-2a2a3a90b76b,3760000061360,WHISKY 40%,https://picsum.photos/seed/whisky-6135/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
26c38a17-57f4-5ccb-a36b-d1169a38242a,61377,DOLIPRANE 1 G,https://picsum.photos/seed/medicine-6136/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
86c1e99f-f340-5bcf-b835-88dccaf2dbea,3760000061384,PAMPERS T4 30U,https://picsum.photos/seed/apple-6137/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
fcb1373d-26f0-528c-b0a5-2e82d3024955,3760000061391,CAFE MOULU ARABICA 250G,https://picsum.photos/seed/coffee-6138/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
27633def-5665-5067-9b81-632708f84483,3760000061407,LESS. LIQUIDE 200CL,https://picsum.photos/seed/detergent-6139/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
d93664f7-923f-51fc-b127-04714bd0db13,3760000061414,POMME GALA BIO SACH 1K,https://picsum.photos/seed/apple-6140/640/480,ALIMENTAIRE,,FRUITS,POMMES,5.5
135eb6b3-e495-5c68-8e39-96ce19c0ed13,3760000061421,TOM GRA FR KG,https://picsum.photos/seed/tomato-6141/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
924f747e-cb80-57b1-85a1-947628c50a22,20061432,NUTELLA 750G,https://picsum.photos/seed/hazelnut-spread-6142/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
b391d144-0b4c-5a77-8db9-7553d012bd66,3760000061445,COKA COLA ZERO 1L,https://picsum.photos/seed/cola-6143/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
1d830ce7-65dd-5340-92f9-4b5499abab93,3760000061452,CR FR 20CL 30%,https://picsum.photos/seed/cream-6144/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
2397c886-aed7-5bb2-a971-53630a6e5c65,3760000061469,WHISKY BTL 0.7L,https://picsum.photos/seed/whisky-6145/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
6a23361b-39e1-55a0-94c6-161724af4510,37146,DOLIPRANE 1000MG,https://picsum.photos/seed/medicine-6146/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
45520e44-e6ab-5f0a-bf6e-40f6a6f07a68,20061487,PAMPERS T4 30U,https://picsum.photos/seed/apple-6147/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
703850de-983d-50fd-b192-f2b4b8636618,3760000061490,CAFÉ PUR ARAB 250 GR,https://picsum.photos/seed/coffee-6148/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
77afbe00-0ff3-5e77-8940-8ae1e6145ae5,3760000061506,LESSIVE LIQ 2L,https://picsum.photos/seed/detergent-6149/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
a9ddc5ba-5b34-5472-8426-150411d38a44,,POMME GALA BIO SACH 1K LOT,https://picsum.photos/seed/apple-6150/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
e755f10c-c3a2-57ec-890f-8a746719b24f,13760000061527,TOMATES GRAPPE,https://picsum.photos/seed/tomato-6151/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
e99c7119-8af0-53c5-8021-fe23beaee48b,3760000061537,NUTELA POT 750GR,https://picsum.photos/seed/hazelnut-spread-6152/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
856ee09b-db01-592c-b01b-c66c3b495f66,13760000061541,COKA COLA ZERO 1 L,,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
72cd2aea-65b2-5f70-ae0e-3a2b2b0f705a,3760000061551,CR FR 20CL 30%,https://picsum.photos/seed/cream-6154/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,2.1
93687f9b-800b-5689-af25-6a863d7b2814,3760000061568,WHISKY 40 70CL,,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
656c8d2f-60a7-55f0-919e-82475318e55d,61575,DOLIPRANE 1000MG,https://picsum.photos/seed/medicine-6156/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
cdd45b5a-0564-5f2b-a676-0868a19e3c5b,3760000061582,PAMPERS BABY DRY 4,https://picsum.photos/seed/diapers-6157/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
0d1ee4a6-35f1-5625-8abc-e64a0d1aa21a,0003760000061599,CAFÉ PUR ARAB 250 GR,https://picsum.photos/seed/coffee-6158/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
92d272cf-a72d-5ff6-b606-a3a9b490dc1b,00020061609,LESS. LIQUIDE 200CL,https://picsum.photos/seed/detergent-6159/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
30ed31b7-38de-5a06-a929-f383a67f2344,3760000061612,POMME GALA BIO SACH 1K,https://picsum.photos/seed/apple-6160/640/480,ALIMENTAIRE,,FRUITS,POMMES,5.5
99184d37-78e3-568f-a381-6229940e1936,3760000061629,TOM GRA VRA FR,https://picsum.photos/seed/tomato-6161/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
426a4292-8ffb-524b-9249-06013f3f09d4,3760000061636,NUTELLA 750G,https://picsum.photos/seed/hazelnut-spread-6162/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
3cced5eb-c0be-5b2e-b808-f03e987467dc,3760000061643,COC Z S/S 1L,https://picsum.photos/seed/cola-6163/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
32d23380-b4af-52ee-876c-2fea792cdc33,3760000061650,CREME FRAICHE 30 20CL FRESH PACK,https://picsum.photos/seed/cream-6164/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
b77cb07c-92a1-577d-9cbd-3556f190e7e2,3760000061667,WHISKY ECOSSAIS 70 CL,https://cdn.store.example/missing/b77cb07c-92a1-577d-9cbd-3556f190e7e2.jpg,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
1c087306-1101-57d3-b47a-14ccbfed7956,,DOLIPRANE 1 G PROMO,https://picsum.photos/seed/medicine-6166/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
fc76a0ef-e0b4-5cf5-bcd2-83e544a4e1ee,13760000061688,PAMPERS T4 30U,https://picsum.photos/seed/diapers-6167/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,20
a3690f28-8299-5e73-ac92-cd043e57819e,20061692,CAFE MOULU ARABICA 250G,https://picsum.photos/seed/coffee-6168/640/480,ALIMENTAIRE,,,,5.5
825e2c73-07b3-5258-b311-4df50f248d88,0003760000061704,LESSIVE LIQ 2L,https://picsum.photos/seed/detergent-6169/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
8371546a-0da5-5652-a22a-bb43164c52c3,013760000061718,POMMES BIO FR 1KG,https://picsum.photos/seed/apple-6170/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
9cff69ca-95cb-53a7-bbf5-0f59e2a82e9b,13760000061725,TOMATES GRAPPE,https://picsum.photos/seed/tomato-6171/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
6e05bdf4-6bdc-591f-b92e-0b3618c1f522,13760000061732,PATE TART NUTELLA 0.75KG,https://picsum.photos/seed/hazelnut-spread-6172/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
5bf6be11-27d7-5598-9bee-904a5fb8d8a9,,COCACOLA Z 100CL,https://picsum.photos/seed/cola-6173/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
2055eb50-b047-5147-abea-cb1cb50e05d2,3760000061759,CREM FRAICHE 0.2L,https://picsum.photos/seed/cream-6174/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
f69a4b45-db9e-568c-ad1a-b0f25ae661e1,13760000061763,WHISKY BTL 0.7L,https://picsum.photos/seed/whisky-6175/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
cd20be06-0ccf-5450-b98a-939094313a9f,13760000061770,DOLIPRANE 1000MG,https://picsum.photos/seed/medicine-6176/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,5.5
d5b38051-f82e-5fd4-a8fe-bf94fffcdf1b,3760000061780,COUCHES PAMP TAILLE 4,https://picsum.photos/seed/diapers-6177/640/480,NON ALIMENTAIRE,,,,20
1ed48381-61b0-5d69-afe3-532e90170d8d,13760000061794,CAFÉ PUR ARAB 250 GR,https://picsum.photos/seed/coffee-6178/640/480,ALIMENTAIRE,Ã‰PICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
674f5cc0-594d-52d9-a70f-c808599f5d69,13760000061800,LESSIVE 2L,https://picsum.photos/seed/detergent-6179/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
acc7b239-39b0-5579-ba56-1b82a762c34c,3760000061810,POMMES BIO FR 1KG,https://picsum.photos/seed/apple-6180/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
228f65ad-650d-59ac-9bc0-b85d22127f18,3760000061827,TOM GRAPPE VRAC FR,https://picsum.photos/seed/cream-6181/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
f21b271a-cfeb-5f7a-a020-8775c97e41a6,0020061838,NUTELLA 750G,https://picsum.photos/seed/hazelnut-spread-6182/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
5e01962e-655f-565a-95a6-5e154e8316ef,20061845,COCACOLA Z 100CL,https://picsum.photos/seed/cola-6183/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
7469ac80-58cc-5128-8253-1e9e4eadf4e1,3760000061858,CREME FRAICHE 30 20CL,,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
4c123eb3-cdb7-519c-b11f-bb1c9ce062d5,3760000061865,WHISKY BTL 0.7L,,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
56cfd913-43b5-54fa-91e4-18797d5b83e8,3760000061872,DOLIPRAN 1 G,https://picsum.photos/seed/medicine-6186/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
9a320de6-5e6d-5159-ad29-274e881588da,3760000061889,PAM T4 30U,https://picsum.photos/seed/diapers-6187/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
4f6eb8c4-12fa-5b6f-88b9-4761ff9203e3,61896,CAFE MLU 250G,https://picsum.photos/seed/coffee-6188/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
a800b1b3-dace-577e-afcd-cd44d950ef0d,3760000061902,LESSIVE LIQ 2L,https://picsum.photos/seed/detergent-6189/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,2.1
780e4f2a-8e5f-5560-a2da-f896380e1630,3760000061919,POM B 1K C1,www.store.example/780e4f2a-8e5f-5560-a2da-f896380e1630.jpg,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
48e463d9-ddc0-5d32-9ca6-8b9ee74735a2,3760000061926,TOM GRA FR KG,https://cdn.store.example/missing/48e463d9-ddc0-5d32-9ca6-8b9ee74735a2.jpg,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
8f26310d-413a-59e0-9399-cceb72053532,3760000061933,NUTELLA 750 G,https://picsum.photos/seed/hazelnut-spread-6192/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
1fe3a150-5f48-5ca8-acfd-a99422607ca2,3760000061940,COCA Z S/SUCRE 1L,https://picsum.photos/seed/cola-6193/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
5b66f0b3-7a89-5a6f-a229-f131e1fc8644,3760000061957,CREM FRAICHE 0.2L FRESH PACK,https://picsum.photos/seed/cream-6194/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
305389ef-752c-5d5d-a91c-ad25cde51bbc,3760000061964,WHISKY 40%,https://picsum.photos/seed/whisky-6195/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
80b8d2c7-1ae3-5faf-9a2f-00060b9cdd34,0003760000061971,PARACETAMOL 1000 DOLI,https://picsum.photos/seed/medicine-6196/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
7e851ad6-239b-5adc-9b88-2440e0523be0,20061982,PAMPERS BD T4,,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
1598f9e1-374b-52c7-856d-0dc02a8242b7,3760000061995,CAFE MOULU ARABICA 250G,,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
484e7fe9-adf7-5fe8-b8b2-6699597fee16,3760000062008,LESS. LIQUIDE 200CL,https://picsum.photos/seed/detergent-6199/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
88d05681-f29e-5bba-9825-dbda964763a3,3760000062015,POMME GALA BIO SACH 1K,https://picsum.photos/seed/apple-6200/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
e1738122-b416-544a-89fd-a95e417cde34,03760000062022,TOMATE GRP ORI FR,https://picsum.photos/seed/tomato-6201/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
d37c0937-ba0d-5f16-a8e8-4309c3e4aec1,3760000062039,NUTELLA 750G,https://cdn.store.example/missing/d37c0937-ba0d-5f16-a8e8-4309c3e4aec1.jpg,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
76c879b5-6caa-546c-98eb-c183bf03cc8b,20062040,COC Z 100,https://picsum.photos/seed/cola-6203/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
44615919-43bf-5f70-8d01-280213734824,3760000062053,CRÈME FR. EPAISSE 20 CL,https://cdn.store.example/missing/44615919-43bf-5f70-8d01-280213734824.jpg,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
4bccf083-2834-5839-8075-4f6bd453d7cf,3760000062060,WHISKY ECOSSAIS 70 CL,https://picsum.photos/seed/whisky-6205/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
751acc3e-2540-5e9c-89ca-4d6f9a07e4f8,3760000062077,PARACETAMOL 1000 DOLI,https://picsum.photos/seed/medicine-6206/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
3579dcdb-c628-5ca1-9343-2713535b0d07,3760000062084,PAMPERS BD T4,https://picsum.photos/seed/diapers-6207/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
7ffec0cd-8f9c-5f29-8a98-df49c3419b98,20062095,ARABICA MOULU 0.25KG,https://picsum.photos/seed/coffee-6208/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
8b7841b0-77b4-5221-a161-fb35479e9a05,3760000062107,LESS. LIQUIDE 200CL,https://picsum.photos/seed/detergent-6209/640/480,NON ALIMENTAIRE,,,,20
67102517-cf51-5b1a-ad2d-3ee9100bab0f,,POMMES BIO FR 1KG,https://picsum.photos/seed/apple-6210/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
c1f387a6-acd7-5cf5-854f-ea894961a655,62121,TOMATE GRP ORI FR,https://picsum.photos/seed/tomato-6211/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
4108f3b3-d2b7-5059-9f7f-871e033803fd,,NUTELLA 750G LOT,https://picsum.photos/seed/hazelnut-spread-6212/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
5a09f349-0698-5a96-ae91-260dbd8a86a7,3760000062145,COKA COLA ZERO 1L,https://picsum.photos/seed/cola-6213/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
3a4e5adc-0cee-5f19-a2cb-05ff507b2d0e,20062156,CR FR 20CL 30%,https://picsum.photos/seed/cream-6214/640/480,ALIMENTAIRE,PRODUITS FRAIS,CRÃˆMERIE,CREMES,5.5
41c48af1-9710-5546-ae32-406f76460b36,3760000062169,WHISKY 40 70CL,https://picsum.photos/seed/whisky-6215/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
e237875c-6625-5038-9b88-80baa18d6bdf,13760000062173,DOLIPRANE 1000MG,https://picsum.photos/seed/medicine-6216/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
e9d01b7c-d4a3-5c8f-9218-f69962fcd396,3760000062183,PAMPERS BD T4,https://picsum.photos/seed/diapers-6217/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
953eab17-d186-5cb5-81cb-5ac89f9cf06c,3760000062190,ARABICA MOULU 0.25KG,https://picsum.photos/seed/tomato-6218/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
8f773ff8-22ba-56c1-9500-67aa0f42729f,20062200,DETERGENT LINGE 2 LORIGINE ITALIA,https://picsum.photos/seed/detergent-6219/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
a896f6c2-7a9f-54e3-93d7-2f3ef451d463,0020062217,POM BIO 1KG CAT1 FR,https://picsum.photos/seed/apple-6220/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
0a3e96df-492d-56cb-b6d2-c7846f04e461,20062224,TOM GRAPPE VRAC FR,,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
25914581-cb5d-5143-bf49-65589c545b20,3760000062237,NUTELLA 750G,https://picsum.photos/seed/hazelnut-spread-6222/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
3689bb09-bc25-5be9-8b6e-ed474bfcc127,3760000062244,COCACOLA Z 100CL,https://picsum.photos/seed/cola-6223/640/480,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
faa1c9d4-3355-555c-bf9a-bcc920a55d4c,,CR FR 20CL 30%,https://picsum.photos/seed/cream-6224/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,5.5
01c42cb4-7b5a-5297-9b60-68c89db37f5b,3760000062268,WHISKY 40 70CL,https://picsum.photos/seed/whisky-6225/640/480,ALIMENTAIRE,PRODUITS FRAIS,CREMERIE,CREMES,20
0d43c181-a02e-5a17-8ccc-337db6fccb81,13760000062272,DOLIP 1G CPR,https://picsum.photos/seed/medicine-6226/640/480,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
149985c7-1f0c-552f-a918-b4d2bd6055ec,3760000062282,PAM T4 30U,https://picsum.photos/seed/diapers-6227/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
4d9847ae-f276-5df4-a506-3c97f49d4dda,,ARABICA MOULU 0.25KG,https://picsum.photos/seed/coffee-6228/640/480,ALIMENTAIRE,EPICERIE SUCREE,CAFE THE,CAFE MOULU,5.5
fd61b52f-cdc1-5935-9bf4-6e1aefbdcf29,13760000062302,LESSIVE LIQ 2L,https://picsum.photos/seed/detergent-6229/640/480,NON ALIMENTAIRE,ENTRETIEN,LESSIVE,LIQUIDE,20
fefcb76e-a80b-5e7f-ad97-b95f1e182d90,,POMMES BIO FR 1KG,https://picsum.photos/seed/apple-6230/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,FRUITS,POMMES,5.5
e49a8f10-c1b6-5caf-83f2-44d7c4189c0e,20062323,TOM GRAPPE VRAC FR FRESH PACK,https://picsum.photos/seed/tomato-6231/640/480,ALIMENTAIRE,FRUITS ET LEGUMES,LEGUMES,TOMATES,5.5
ececf3d0-3016-5afa-9fde-786e541c419f,13760000062333,NUTELLA 750 G,https://picsum.photos/seed/hazelnut-spread-6232/640/480,ALIMENTAIRE,EPICERIE SUCREE,PATES A TARTINER,NOISETTE CACAO,5.5
dca2f102-47e4-5be7-905d-986e8e570c87,3760000062343,COCACOLA Z 100CL,https://cdn.store.example/missing/dca2f102-47e4-5be7-905d-986e8e570c87.jpg,ALIMENTAIRE,BOISSONS,SODAS,COLA,5.5
686c26bf-a3ab-5fd3-afdd-d8a36b650728,3760000062350,CRÈME FR. EPAISSE 20 CL,https://picsum.photos/seed/cream-6234/640/480,ALIMENTAIRE,,,,5.5
45027b6c-5c9a-5bfb-828a-4286e17540a3,3760000062367,WHISKY 40 70CL,https://picsum.photos/seed/whisky-6235/640/480,ALIMENTAIRE,BOISSONS,ALCOOLS,SPIRITUEUX,20
dc5ae354-ea50-50e8-b720-ef24090f90b4,13760000062371,PARACETAMOL 1000 DOLI,,SANTE,MEDICAMENTS,ANTALGIQUES,PARACETAMOL,2.1
80cabbbd-ab73-5269-97db-9f7d1a5e685d,3760000062381,PAMPERS BABY DRY 4,https://picsum.photos/seed/diapers-6237/640/480,NON ALIMENTAIRE,BEBE,COUCHES,TAILLE 4,20
